#"","INTLDES","NORAD_CAT_ID","OBJECT_TYPE","SATNAME","COUNTRY","LAUNCH","SITE","DECAY","PERIOD","INCLINATION","APOGEE","PERIGEE","COMMENT","COMMENTCODE","RCSVALUE","RCS_SIZE","FILE","LAUNCH_YEAR","LAUNCH_NUM","LAUNCH_PIECE","CURRENT","OBJECT_NAME","OBJECT_ID","OBJECT_NUMBER"
"37661","1970-089A",4594,"PAYLOAD","COSMOS 374","CIS","1970-10-23","TTMTR","",111.2,62.95,1995,569,"",NA,0,"MEDIUM",7012,1970,89,"A","Y","COSMOS 374","1970-089A",4594
"37662","1977-079E",10289,"PAYLOAD","COSMOS 943","CIS","1977-08-24","PKMTR","",115.01,74.03,1462,1450,"",NA,0,"MEDIUM",6998,1977,79,"E","Y","COSMOS 943","1977-079E",10289
"37663","2007-006F",30777,"PAYLOAD","CFESAT","US","2007-03-09","AFETR","",93.8,35.42,464,456,"",NA,0,"LARGE",7013,2007,6,"F","Y","CFESAT","2007-006F",30777
"37664","1985-084A",16064,"PAYLOAD","COSMOS 1684","CIS","1985-09-24","PKMTR","",718.81,67.1,35669,4737,"",NA,0,"LARGE",7015,1985,84,"A","Y","COSMOS 1684","1985-084A",16064
"37665","1970-086A",4588,"PAYLOAD","COSMOS 372","CIS","1970-10-16","PKMTR","",100.28,74.06,781,762,"",NA,0,"LARGE",7012,1970,86,"A","Y","COSMOS 372","1970-086A",4588
"37666","1995-037C",23622,"PAYLOAD","COSMOS 2318 (GLONASS)","CIS","1995-07-24","TTMTR","",675.73,65.95,19180,19080,"",NA,0,"LARGE",7013,1995,37,"C","Y","COSMOS 2318 (GLONASS)","1995-037C",23622
"37667","1994-022A",23051,"PAYLOAD","GOES 8","US","1994-04-13","AFETR","",1455.95,12.24,36194,36154,"",NA,0,"LARGE",7015,1994,22,"A","Y","GOES 8","1994-022A",23051
"37668","1995-037B",23621,"PAYLOAD","COSMOS 2317 (GLONASS)","CIS","1995-07-24","TTMTR","",675.73,65.96,19157,19103,"",NA,0,"LARGE",7013,1995,37,"B","Y","COSMOS 2317 (GLONASS)","1995-037B",23621
"37669","1983-008F",13845,"PAYLOAD","SSB","US","1983-02-09","AFWTR","",106.24,63.29,1726,379,"",NA,0,"LARGE",7014,1983,8,"F","Y","SSB","1983-008F",13845
"37670","1985-092B",16116,"PAYLOAD","USA 11","US","1985-10-03","AFETR","",1449.78,15.26,36065,36043,"",NA,0,"",7015,1985,92,"B","Y","USA 11","1985-092B",16116
"37671","1985-107A",16250,"PAYLOAD","RADUGA 17","CIS","1985-11-15","TTMTR","",1437.62,13.59,35856,35777,"",NA,0,"LARGE",7015,1985,107,"A","Y","RADUGA 17","1985-107A",16250
"37672","1983-003A",13770,"PAYLOAD","COSMOS 1437","CIS","1983-01-20","PKMTR","",92.29,81.15,389,384,"",NA,0,"LARGE",7014,1983,3,"A","Y","COSMOS 1437","1983-003A",13770
"37673","1985-102A",16199,"PAYLOAD","COSMOS 1700","CIS","1985-10-25","TTMTR","",1435.78,13.65,35796,35764,"",NA,0,"LARGE",7015,1985,102,"A","Y","COSMOS 1700","1985-102A",16199
"37674","1988-002B",18789,"PAYLOAD","COSMOS 1910","CIS","1988-01-15","PKMTR","",113.96,82.6,1412,1404,"",NA,0,"LARGE",7010,1988,2,"B","Y","COSMOS 1910","1988-002B",18789
"37675","1973-069C",6847,"PAYLOAD","COSMOS 590","CIS","1973-10-02","PKMTR","",115.1,74,1487,1433,"",NA,0,"MEDIUM",6998,1973,69,"C","Y","COSMOS 590","1973-069C",6847
"37676","1994-010A",22996,"PAYLOAD","SJ-4","PRC","1994-02-08","XSC","",312.06,28.9,17430,293,"",NA,0,"LARGE",7015,1994,10,"A","Y","SJ-4","1994-010A",22996
"37677","1994-011D",23002,"PAYLOAD","COSMOS 2271","CIS","1994-02-12","PKMTR","",113.97,82.56,1415,1403,"",NA,0,"MEDIUM",7015,1994,11,"D","Y","COSMOS 2271","1994-011D",23002
"37678","1994-013A",23016,"PAYLOAD","GALAXY 1R","US","1994-02-19","AFETR","",1451.34,9.91,36098,36071,"",NA,0,"LARGE",7015,1994,13,"A","Y","GALAXY 1R","1994-013A",23016
"37679","1977-034A",10000,"PAYLOAD","OPS 9437 (DSCS 2-7)","US","1977-05-12","AFETR","",1489.57,13.84,36905,36749,"",NA,0,"LARGE",7014,1977,34,"A","Y","OPS 9437 (DSCS 2-7)","1977-034A",10000
"37680","1985-092C",16117,"PAYLOAD","USA 12","US","1985-10-03","AFETR","",1454.68,15.33,36179,36120,"",NA,0,"",7015,1985,92,"C","Y","USA 12","1985-092C",16117
"37681","1983-008E",13844,"PAYLOAD","SSA","US","1983-02-09","AFWTR","",106.27,63.29,1729,379,"",NA,0,"LARGE",7014,1983,8,"E","Y","SSA","1983-008E",13844
"37682","1977-018A",9862,"PAYLOAD","PALAPA 2","INDO","1977-03-10","AFETR","",1439.52,13.27,35874,35833,"",NA,0,"LARGE",7014,1977,18,"A","Y","PALAPA 2","1977-018A",9862
"37683","1974-071A",7433,"PAYLOAD","COSMOS 676","CIS","1974-09-11","PKMTR","",100.52,74.05,792,774,"",NA,0,"LARGE",7005,1974,71,"A","Y","COSMOS 676","1974-071A",7433
"37684","2003-010A",27704,"PAYLOAD","NAVSTAR 52 (USA 168)","US","2003-03-31","AFETR","",717.98,54.4,20838,19526,"",NA,0,"LARGE",7013,2003,10,"A","Y","NAVSTAR 52 (USA 168)","2003-010A",27704
"37685","1981-009A",12156,"PAYLOAD","MOLNIYA 1-49","CIS","1981-01-30","PKMTR","",700.08,62.75,38695,783,"",NA,0,"LARGE",7014,1981,9,"A","Y","MOLNIYA 1-49","1981-009A",12156
"37686","1972-018A",5903,"PAYLOAD","OPS 5058 (DMSP 5B F2)","US","1972-03-24","AFWTR","",101.12,98.93,849,774,"",NA,0,"LARGE",7012,1972,18,"A","Y","OPS 5058 (DMSP 5B F2)","1972-018A",5903
"37687","1972-087F",6268,"PAYLOAD","COSMOS 533","CIS","1972-11-01","PKMTR","",113.6,74.03,1468,1316,"",NA,0,"MEDIUM",7005,1972,87,"F","Y","COSMOS 533","1972-087F",6268
"37688","1973-037G",6681,"PAYLOAD","COSMOS 570","CIS","1973-06-08","PKMTR","",113.97,74.02,1480,1337,"",NA,0,"MEDIUM",7012,1973,37,"G","Y","COSMOS 570","1973-037G",6681
"37689","1973-037H",6682,"PAYLOAD","COSMOS 571","CIS","1973-06-08","PKMTR","",113.76,74.02,1479,1319,"",NA,0,"MEDIUM",7012,1973,37,"H","Y","COSMOS 571","1973-037H",6682
"37690","1991-079A",21789,"PAYLOAD","COSMOS 2172","CIS","1991-11-22","TTMTR","",1434.47,14.95,35782,35727,"",NA,0,"LARGE",7015,1991,79,"A","Y","COSMOS 2172","1991-079A",21789
"37691","1980-100A",12093,"PAYLOAD","OPS 5805","US","1980-12-13","AFWTR","",718.08,63.09,38329,2041,"",NA,0,"",7014,1980,100,"A","Y","OPS 5805","1980-100A",12093
"37692","1991-083A",21803,"PAYLOAD","EUTELSAT 2-F3","EUTE","1991-12-07","AFETR","",1450.15,13.98,36069,36053,"",NA,0,"LARGE",7015,1991,83,"A","Y","EUTELSAT 2-F3","1991-083A",21803
"37694","1990-079B",20777,"PAYLOAD","EUTELSAT 2-F1","EUTE","1990-08-30","FRGUI","",1449.45,14.51,36055,36040,"",NA,0,"LARGE",7015,1990,79,"B","Y","EUTELSAT 2-F1","1990-079B",20777
"37695","1990-079A",20776,"PAYLOAD","SKYNET 4C","UK","1990-08-30","FRGUI","",1436.1,13.98,35798,35775,"",NA,0,"LARGE",7015,1990,79,"A","Y","SKYNET 4C","1990-079A",20776
"37696","1973-042A",6707,"PAYLOAD","COSMOS 574","CIS","1973-06-20","PKMTR","",104.94,82.95,1008,976,"",NA,0,"LARGE",7012,1973,42,"A","Y","COSMOS 574","1973-042A",6707
"37697","1991-074A",21759,"PAYLOAD","GORIZONT 24","CIS","1991-10-23","TTMTR","",1462.76,15.42,36379,36235,"",NA,0,"LARGE",7015,1991,74,"A","Y","GORIZONT 24","1991-074A",21759
"37698","1973-037C",6677,"PAYLOAD","COSMOS 566","CIS","1973-06-08","PKMTR","",115.05,74.02,1483,1432,"",NA,0,"MEDIUM",7012,1973,37,"C","Y","COSMOS 566","1973-037C",6677
"37699","1973-037A",6675,"PAYLOAD","COSMOS 564","CIS","1973-06-08","PKMTR","",114.6,74.02,1480,1394,"",NA,0,"MEDIUM",7012,1973,37,"A","Y","COSMOS 564","1973-037A",6675
"37700","1981-027A",12351,"PAYLOAD","RADUGA 8","CIS","1981-03-18","TTMTR","",1434.77,11.96,36111,35410,"",NA,0,"LARGE",7014,1981,27,"A","Y","RADUGA 8","1981-027A",12351
"37701","1981-012A",12295,"PAYLOAD","KIKU 3 (ETS 4)","JPN","1981-02-11","TNSTA","",258.02,28.43,13803,292,"",NA,0,"LARGE",7014,1981,12,"A","Y","KIKU 3 (ETS 4)","1981-012A",12295
"37702","1990-091B",20873,"PAYLOAD","GALAXY 6","US","1990-10-12","FRGUI","",1443.35,12.29,35935,35922,"",NA,0,"LARGE",7015,1990,91,"B","Y","GALAXY 6","1990-091B",20873
"37703","2003-005B",27664,"PAYLOAD","XSS 10","US","2003-01-29","AFETR","",97.36,39.75,756,509,"",NA,0,"MEDIUM",7013,2003,5,"B","Y","XSS 10","2003-005B",27664
"37704","2004-036A",28417,"PAYLOAD","GSAT 3 (EDUSAT)","IND","2004-09-20","SRI","",1450.68,6.58,36076,36067,"",NA,0,"LARGE",7013,2004,36,"A","Y","GSAT 3 (EDUSAT)","2004-036A",28417
"37705","1990-091A",20872,"PAYLOAD","SBS 6","US","1990-10-12","FRGUI","",1454.64,8.96,36177,36121,"",NA,0,"LARGE",7015,1990,91,"A","Y","SBS 6","1990-091A",20872
"37706","2002-060C",27619,"PAYLOAD","COSMOS 2395 (GLONASS)","CIS","2002-12-25","TTMTR","",675.73,65.74,19157,19103,"",NA,0,"LARGE",7013,2002,60,"C","Y","COSMOS 2395 (GLONASS)","2002-060C",27619
"37707","2002-060A",27617,"PAYLOAD","COSMOS 2394 (GLONASS)","CIS","2002-12-25","TTMTR","",675.73,65.73,19135,19124,"",NA,0,"LARGE",7013,2002,60,"A","Y","COSMOS 2394 (GLONASS)","2002-060A",27617
"37708","1990-043B",20608,"PAYLOAD","MACSAT 2 (M 2)","US","1990-05-09","AFWTR","",97.61,89.75,709,580,"",NA,0,"MEDIUM",7008,1990,43,"B","Y","MACSAT 2 (M 2)","1990-043B",20608
"37709","1972-019A",5905,"PAYLOAD","COSMOS 480","CIS","1972-03-25","PKMTR","",109.1,82.98,1198,1172,"",NA,0,"LARGE",7012,1972,19,"A","Y","COSMOS 480","1972-019A",5905
"37710","1973-037B",6676,"PAYLOAD","COSMOS 565","CIS","1973-06-08","PKMTR","",115.3,74.02,1489,1449,"",NA,0,"MEDIUM",7012,1973,37,"B","Y","COSMOS 565","1973-037B",6676
"37711","1988-021A",18960,"PAYLOAD","IRS 1A","IND","1988-03-17","TTMTR","",103.09,99.16,915,895,"",NA,0,"LARGE",7009,1988,21,"A","Y","IRS 1A","1988-021A",18960
"37712","1972-009A",5846,"PAYLOAD","COSMOS 475","CIS","1972-02-25","PKMTR","",104.64,74.05,994,961,"",NA,0,"LARGE",7012,1972,9,"A","Y","COSMOS 475","1972-009A",5846
"37713","1980-098A",12089,"PAYLOAD","INTELSAT 502","ITSO","1980-12-06","AFETR","",1456.14,14.55,36219,36137,"",NA,0,"LARGE",7014,1980,98,"A","Y","INTELSAT 502","1980-098A",12089
"37715","1972-074A",6206,"PAYLOAD","COSMOS 521","CIS","1972-09-29","PKMTR","",104.92,65.83,1005,977,"",NA,0,"LARGE",7005,1972,74,"A","Y","COSMOS 521","1972-074A",6206
"37716","1990-054A",20659,"PAYLOAD","GORIZONT 20","CIS","1990-06-20","TTMTR","",1435.75,14.87,35791,35769,"",NA,0,"LARGE",7015,1990,54,"A","Y","GORIZONT 20","1990-054A",20659
"37717","1971-117A",5721,"PAYLOAD","COSMOS 469","CIS","1971-12-25","TTMTR","",104.65,64.49,993,963,"",NA,0,"LARGE",7012,1971,117,"A","Y","COSMOS 469","1971-117A",5721
"37718","2002-023A",27426,"PAYLOAD","DIRECTV 5 (TEMPO 1)","US","2002-05-07","TTMTR","",1436.1,0.02,35801,35772,"",NA,0,"LARGE",7013,2002,23,"A","Y","DIRECTV 5 (TEMPO 1)","2002-023A",27426
"37719","1990-051A",20643,"PAYLOAD","INSAT 1D","IND","1990-06-12","AFETR","",1435.88,14.68,35841,35723,"",NA,0,"LARGE",7015,1990,51,"A","Y","INSAT 1D","1990-051A",20643
"37720","1971-114A",5705,"PAYLOAD","COSMOS 468","CIS","1971-12-17","PKMTR","",100.3,74.02,783,763,"",NA,0,"LARGE",7012,1971,114,"A","Y","COSMOS 468","1971-114A",5705
"37722","1973-054A",6787,"PAYLOAD","OPS 8364 (DMSP 4)","US","1973-08-17","AFWTR","",100.57,98.78,804,767,"",NA,0,"LARGE",7012,1973,54,"A","Y","OPS 8364 (DMSP 4)","1973-054A",6787
"37723","1990-045C",20621,"PAYLOAD","COSMOS 2081 (GLONASS)","CIS","1990-05-19","TTMTR","",675.72,65.25,19218,19041,"",NA,0,"LARGE",7015,1990,45,"C","Y","COSMOS 2081 (GLONASS)","1990-045C",20621
"37724","1971-111A",5683,"PAYLOAD","COSMOS 465","CIS","1971-12-15","PKMTR","",104.79,74.03,1004,965,"",NA,0,"LARGE",7012,1971,111,"A","Y","COSMOS 465","1971-111A",5683
"37725","1971-110D",5681,"PAYLOAD","OPS 7898 (P/L 3)","US","1971-12-14","AFWTR","",104.77,69.99,988,979,"",NA,0,"LARGE",7012,1971,110,"D","Y","OPS 7898 (P/L 3)","1971-110D",5681
"37726","1990-055A",20663,"PAYLOAD","COSMOS 2084","CIS","1990-06-21","PKMTR","",96.51,62.79,639,544,"",NA,0,"LARGE",7015,1990,55,"A","Y","COSMOS 2084","1990-055A",20663
"37727","1992-010B",21894,"PAYLOAD","INSAT 2R (ARABSAT 1C)","IND","1992-02-26","FRGUI","",1459.17,12.42,36347,36127,"",NA,0,"LARGE",7015,1992,10,"B","Y","INSAT 2R (ARABSAT 1C)","1992-010B",21894
"37728","1980-095A",12078,"PAYLOAD","COSMOS 1223","CIS","1980-11-27","PKMTR","",717.2,70.7,34943,5383,"",NA,0,"LARGE",7014,1980,95,"A","Y","COSMOS 1223","1980-095A",12078
"37729","1980-091A",12065,"PAYLOAD","SBS 1","US","1980-11-15","AFETR","",1442.54,14.02,35945,35880,"",NA,0,"LARGE",7014,1980,91,"A","Y","SBS 1","1980-091A",12065
"37730","1990-074A",20762,"PAYLOAD","THOR 1 (MARCOPOLO 2)","NOR","1990-08-18","AFETR","",1451.51,13.19,36093,36083,"",NA,0,"LARGE",7015,1990,74,"A","Y","THOR 1 (MARCOPOLO 2)","1990-074A",20762
"37731","1990-070E",20739,"PAYLOAD","COSMOS 2094","CIS","1990-08-08","PKMTR","",113.86,82.57,1413,1394,"",NA,0,"LARGE",7015,1990,70,"E","Y","COSMOS 2094","1990-070E",20739
"37732","1990-070B",20736,"PAYLOAD","COSMOS 2091","CIS","1990-08-08","PKMTR","",114.06,82.58,1416,1410,"",NA,0,"LARGE",7015,1990,70,"B","Y","COSMOS 2091","1990-070B",20736
"37733","1972-087A",6262,"PAYLOAD","COSMOS 528","CIS","1972-11-01","PKMTR","",114.14,74.04,1467,1366,"",NA,0,"MEDIUM",7005,1972,87,"A","Y","COSMOS 528","1972-087A",6262
"37734","1991-084A",21813,"PAYLOAD","TELECOM 2A","FR","1991-12-16","FRGUI","",1455.22,13.26,36161,36160,"",NA,0,"LARGE",7015,1991,84,"A","Y","TELECOM 2A","1991-084A",21813
"37735","1991-045A",21527,"PAYLOAD","REX","US","1991-06-29","AFWTR","",101.2,89.56,864,767,"",NA,0,"MEDIUM",7015,1991,45,"A","Y","REX","1991-045A",21527
"37736","1991-088A",21833,"PAYLOAD","STTW-5","PRC","1991-12-28","XSC","",632.58,32.03,34065,1999,"",NA,0,"LARGE",7015,1991,88,"A","Y","STTW-5","1991-088A",21833
"37737","1990-064A",20707,"PAYLOAD","COSMOS 2087","CIS","1990-07-25","PKMTR","",717.01,69.27,35676,4641,"",NA,0,"LARGE",7015,1990,64,"A","Y","COSMOS 2087","1990-064A",20707
"37738","1990-063A",20705,"PAYLOAD","TDF 2","FR","1990-07-24","FRGUI","",1460.27,14.77,36446,36070,"",NA,0,"LARGE",7015,1990,63,"A","Y","TDF 2","1990-063A",20705
"37739","1990-056A",20667,"PAYLOAD","INTELSAT 604","ITSO","1990-06-23","AFETR","",1462.89,12.87,36340,36279,"",NA,0,"LARGE",7015,1990,56,"A","Y","INTELSAT 604","1990-056A",20667
"37740","1971-110C",5680,"PAYLOAD","OPS 7898 (P/L 2)","US","1971-12-14","AFWTR","",104.77,69.99,988,979,"",NA,0,"MEDIUM",7012,1971,110,"C","Y","OPS 7898 (P/L 2)","1971-110C",5680
"37741","2004-003A",28154,"PAYLOAD","AMC-10 (GE-10)","SES","2004-02-05","AFETR","",1452.81,0.47,36126,36100,"",NA,0,"LARGE",7013,2004,3,"A","Y","AMC-10 (GE-10)","2004-003A",28154
"37742","1991-033D",21302,"PAYLOAD","COSMOS 2146","CIS","1991-05-16","PKMTR","",113.88,82.57,1416,1392,"",NA,0,"LARGE",7015,1991,33,"D","Y","COSMOS 2146","1991-033D",21302
"37743","1976-008A",8607,"PAYLOAD","COSMOS 791","CIS","1976-01-28","PKMTR","",114.74,74.05,1486,1402,"",NA,0,"MEDIUM",6998,1976,8,"A","Y","COSMOS 791","1976-008A",8607
"37744","1973-069H",6852,"PAYLOAD","COSMOS 595","CIS","1973-10-02","PKMTR","",114.7,74,1486,1398,"",NA,0,"MEDIUM",7005,1973,69,"H","Y","COSMOS 595","1973-069H",6852
"37746","1990-114D",21031,"PAYLOAD","COSMOS 2117","CIS","1990-12-22","PKMTR","",113.84,82.58,1409,1396,"",NA,0,"LARGE",7008,1990,114,"D","Y","COSMOS 2117","1990-114D",21031
"37747","2003-056A",28112,"PAYLOAD","COSMOS 2404 (GLONASS)","CIS","2003-12-10","TTMTR","",675.78,63.26,19229,19033,"",NA,0,"LARGE",6999,2003,56,"A","Y","COSMOS 2404 (GLONASS)","2003-056A",28112
"37748","1972-066A",6154,"PAYLOAD","COSMOS 516","CIS","1972-08-21","TTMTR","",104.52,64.81,1011,933,"",NA,0,"LARGE",7012,1972,66,"A","Y","COSMOS 516","1972-066A",6154
"37749","1991-047A",21552,"PAYLOAD","NAVSTAR 23 (USA 71)","US","1991-07-04","AFETR","",750.56,55.2,21072,20888,"",NA,0,"LARGE",7015,1991,47,"A","Y","NAVSTAR 23 (USA 71)","1991-047A",21552
"37750","2004-012B",28221,"PAYLOAD","NAXING 1","PRC","2004-04-18","XSC","",96.38,97.8,594,577,"",NA,0,"MEDIUM",7013,2004,12,"B","Y","NAXING 1","2004-012B",28221
"37751","1981-057A",12544,"PAYLOAD","METEOSAT 2","ESA","1981-06-19","FRGUI","",1458.57,14.24,36361,36090,"",NA,0,"LARGE",7014,1981,57,"A","Y","METEOSAT 2","1981-057A",12544
"37752","1972-058A",6126,"PAYLOAD","LANDSAT 1 (ERTS 1)","US","1972-07-23","AFWTR","",103.04,99.17,907,897,"",NA,0,"LARGE",7012,1972,58,"A","Y","LANDSAT 1 (ERTS 1)","1972-058A",6126
"37753","1991-026A",21222,"PAYLOAD","ANIK E2","CA","1991-04-04","FRGUI","",1452.61,12.07,36146,36072,"",NA,0,"LARGE",7015,1991,26,"A","Y","ANIK E2","1991-026A",21222
"37754","1972-082A",6235,"PAYLOAD","NOAA 2 (ITOS-D)","US","1972-10-15","AFWTR","",114.91,101.8,1454,1449,"",NA,0,"LARGE",7012,1972,82,"A","Y","NOAA 2 (ITOS-D)","1972-082A",6235
"37755","1972-089A",6275,"PAYLOAD","OPS 7323 (DMSP 5B F3)","US","1972-11-09","AFWTR","",100.85,98.49,825,773,"",NA,0,"LARGE",7012,1972,89,"A","Y","OPS 7323 (DMSP 5B F3)","1972-089A",6275
"37756","1972-087H",6270,"PAYLOAD","COSMOS 535","CIS","1972-11-01","PKMTR","",114.35,74.03,1468,1383,"",NA,0,"MEDIUM",7012,1972,87,"H","Y","COSMOS 535","1972-087H",6270
"37757","1991-046A",21533,"PAYLOAD","GORIZONT 23","CIS","1991-07-01","TTMTR","",1455.92,15.36,36205,36142,"",NA,0,"LARGE",7015,1991,46,"A","Y","GORIZONT 23","1991-046A",21533
"37758","1972-087G",6269,"PAYLOAD","COSMOS 534","CIS","1972-11-01","PKMTR","",113.96,74.03,1467,1349,"",NA,0,"MEDIUM",7012,1972,87,"G","Y","COSMOS 534","1972-087G",6269
"37759","1991-043A",21426,"PAYLOAD","MOLNIYA 1-81","CIS","1991-06-18","TTMTR","",717.88,63.83,38442,1917,"",NA,0,"LARGE",7015,1991,43,"A","Y","MOLNIYA 1-81","1991-043A",21426
"37760","1981-071A",12627,"PAYLOAD","COSMOS 1285","CIS","1981-08-04","PKMTR","",727.02,68.2,35311,5499,"",NA,0,"LARGE",7014,1981,71,"A","Y","COSMOS 1285","1981-071A",12627
"37761","1972-087E",6267,"PAYLOAD","COSMOS 532","CIS","1972-11-01","PKMTR","",113.41,74.04,1467,1300,"",NA,0,"MEDIUM",7012,1972,87,"E","Y","COSMOS 532","1972-087E",6267
"37762","1972-087D",6266,"PAYLOAD","COSMOS 531","CIS","1972-11-01","PKMTR","",114.76,74.03,1468,1421,"",NA,0,"MEDIUM",7012,1972,87,"D","Y","COSMOS 531","1972-087D",6266
"37763","1973-069D",6848,"PAYLOAD","COSMOS 591","CIS","1973-10-02","PKMTR","",114.13,74,1486,1346,"",NA,0,"MEDIUM",7005,1973,69,"D","Y","COSMOS 591","1973-069D",6848
"37764","1981-070A",12624,"PAYLOAD","DYNAMICS EXPLORER 1","US","1981-08-03","AFWTR","",408.51,90.2,23200,519,"",NA,0,"LARGE",7014,1981,70,"A","Y","DYNAMICS EXPLORER 1","1981-070A",12624
"37765","2003-031J",27848,"PAYLOAD","CUBESAT XI 4","JPN","2003-06-30","PKMTR","",101.28,98.69,825,813,"",NA,0,"SMALL",7006,2003,31,"J","Y","CUBESAT XI 4","2003-031J",27848
"37766","1965-058A",1458,"PAYLOAD","OPS 6577 (VELA 5)","US","1965-07-20","AFETR","",6718.92,22.01,171496,51645,"",1,0,"SMALL",6953,1965,58,"A","Y","OPS 6577 (VELA 5)","1965-058A",1458
"37767","1988-002F",18793,"PAYLOAD","COSMOS 1914","CIS","1988-01-15","PKMTR","",113.71,82.61,1410,1383,"",NA,0,"LARGE",7004,1988,2,"F","Y","COSMOS 1914","1988-002F",18793
"37768","1972-102A",6319,"PAYLOAD","COSMOS 539","CIS","1972-12-21","PKMTR","",112.91,74.02,1378,1342,"",NA,0,"LARGE",7012,1972,102,"A","Y","COSMOS 539","1972-102A",6319
"37769","1991-025B",21217,"PAYLOAD","COSMOS 2140 (GLONASS)","CIS","1991-04-04","TTMTR","",675.74,65,19189,19071,"",NA,0,"LARGE",7015,1991,25,"B","Y","COSMOS 2140 (GLONASS)","1991-025B",21217
"37770","1972-057G",6123,"PAYLOAD","COSMOS 510","CIS","1972-07-20","PKMTR","",116.03,74.03,1509,1495,"",NA,0,"MEDIUM",7012,1972,57,"G","Y","COSMOS 510","1972-057G",6123
"37771","1991-001A",21047,"PAYLOAD","NATO 4A","NATO","1991-01-08","AFETR","",1465.16,13.28,36358,36349,"",NA,0,"LARGE",7015,1991,1,"A","Y","NATO 4A","1991-001A",21047
"37772","1985-037A",15697,"PAYLOAD","COSMOS 1650 (GLONASS)","CIS","1985-05-17","TTMTR","",675.73,64.13,19215,19045,"",NA,0,"LARGE",7003,1985,37,"A","Y","COSMOS 1650 (GLONASS)","1985-037A",15697
"37773","1972-035A",6019,"PAYLOAD","COSMOS 489","CIS","1972-05-06","PKMTR","",104.66,74.02,997,960,"",NA,0,"LARGE",7012,1972,35,"A","Y","COSMOS 489","1972-035A",6019
"37775","1990-116A",21038,"PAYLOAD","RADUGA 1-2","CIS","1990-12-27","TTMTR","",1436.52,14.87,35824,35766,"",NA,0,"LARGE",7015,1990,116,"A","Y","RADUGA 1-2","1990-116A",21038
"37776","1991-060A",21668,"PAYLOAD","BS-3B (YURI 3B)","JPN","1991-08-25","TNSTA","",1457.66,13.31,36227,36188,"",NA,0,"LARGE",7015,1991,60,"A","Y","BS-3B (YURI 3B)","1991-060A",21668
"37777","1991-064A",21702,"PAYLOAD","COSMOS 2155","CIS","1991-09-13","TTMTR","",1434.72,14.95,35778,35741,"",NA,0,"LARGE",7015,1991,64,"A","Y","COSMOS 2155","1991-064A",21702
"37778","1990-102A",20953,"PAYLOAD","GORIZONT 22","CIS","1990-11-23","TTMTR","",1437.45,14.79,35840,35786,"",NA,0,"LARGE",7015,1990,102,"A","Y","GORIZONT 22","1990-102A",20953
"37779","1990-095A",20929,"PAYLOAD","USA 65","US","1990-11-13","AFETR","",1463.44,15.36,36355,36285,"",NA,0,"",7015,1990,95,"A","Y","USA 65","1990-095A",20929
"37780","1981-031A",12376,"PAYLOAD","COSMOS 1261","CIS","1981-03-31","PKMTR","",717.28,68.35,34734,5597,"",NA,0,"LARGE",7014,1981,31,"A","Y","COSMOS 1261","1981-031A",12376
"37781","1973-104G",6991,"PAYLOAD","COSMOS 623","CIS","1973-12-19","PKMTR","",114.57,74.03,1485,1386,"",NA,0,"MEDIUM",7005,1973,104,"G","Y","COSMOS 623","1973-104G",6991
"37782","1973-015A",6392,"PAYLOAD","METEOR 1-14","CIS","1973-03-20","PKMTR","",102.3,81.24,886,849,"",NA,0,"LARGE",7005,1973,15,"A","Y","METEOR 1-14","1973-015A",6392
"37783","1991-003A",21055,"PAYLOAD","ITALSAT 1","IT","1991-01-15","FRGUI","",1440.55,14.92,35936,35812,"",NA,0,"LARGE",7015,1991,3,"A","Y","ITALSAT 1","1991-003A",21055
"37784","1991-010A",21111,"PAYLOAD","COSMOS 2133","CIS","1991-02-14","TTMTR","",1435.9,14.7,35800,35765,"",NA,0,"LARGE",7015,1991,10,"A","Y","COSMOS 2133","1991-010A",21111
"37785","1972-057F",6122,"PAYLOAD","COSMOS 509","CIS","1972-07-20","PKMTR","",115.67,74.03,1498,1474,"",NA,0,"MEDIUM",7012,1972,57,"F","Y","COSMOS 509","1972-057F",6122
"37786","1972-049A",6079,"PAYLOAD","METEOR 1-12","CIS","1972-06-30","PKMTR","",102.63,81.22,890,876,"",NA,0,"LARGE",7012,1972,49,"A","Y","METEOR 1-12","1972-049A",6079
"37787","2003-020A",27811,"PAYLOAD","HELLAS-SAT 2","GREC","2003-05-13","AFETR","",1436.11,1.17,35798,35776,"",NA,0,"LARGE",7013,2003,20,"A","Y","HELLAS-SAT 2","2003-020A",27811
"37788","1991-018A",21149,"PAYLOAD","INMARSAT 2-F2","IM","1991-03-08","AFETR","",1458.59,11.36,36237,36215,"",NA,0,"LARGE",7015,1991,18,"A","Y","INMARSAT 2-F2","1991-018A",21149
"37789","1972-104A",6323,"PAYLOAD","COSMOS 540","CIS","1972-12-25","PKMTR","",100.25,74.08,784,757,"",NA,0,"LARGE",7012,1972,104,"A","Y","COSMOS 540","1972-104A",6323
"37790","1972-043A",6059,"PAYLOAD","COSMOS 494","CIS","1972-06-23","PKMTR","",100.31,74.06,780,766,"",NA,0,"LARGE",7012,1972,43,"A","Y","COSMOS 494","1972-043A",6059
