#"","INTLDES","NORAD_CAT_ID","OBJECT_TYPE","SATNAME","COUNTRY","LAUNCH","SITE","DECAY","PERIOD","INCLINATION","APOGEE","PERIGEE","COMMENT","COMMENTCODE","RCSVALUE","RCS_SIZE","FILE","LAUNCH_YEAR","LAUNCH_NUM","LAUNCH_PIECE","CURRENT","OBJECT_NAME","OBJECT_ID","OBJECT_NUMBER"
"29824","2006-061A",29668,"PAYLOAD","MERIDIAN 1","CIS","2006-12-24","PKMTR","",717.71,63.16,40044,307,"",NA,0,"LARGE",7015,2006,61,"A","Y","MERIDIAN 1","2006-061A",29668
"29825","2014-087A",40360,"PAYLOAD","RESURS P2","CIS","2014-12-26","TTMTR","",93.92,97.26,472,461,"",NA,0,"LARGE",7012,2014,87,"A","Y","RESURS P2","2014-087A",40360
"29826","2014-033Q",40024,"PAYLOAD","NANOSAT C BR1","BRAZ","2014-06-19","OREN","",96.65,97.91,606,591,"",NA,0,"SMALL",7012,2014,33,"Q","Y","NANOSAT C BR1","2014-033Q",40024
"29827","1981-074H",12643,"PAYLOAD","COSMOS 1294","CIS","1981-08-06","PKMTR","",114.4,74.03,1464,1392,"",NA,0,"MEDIUM",7005,1981,74,"H","Y","COSMOS 1294","1981-074H",12643
"29828","2014-033AB",40035,"PAYLOAD","FLOCK 1C 9","US","2014-06-19","OREN","",96.65,97.93,605,591,"",NA,0,"SMALL",7003,2014,33,"AB","Y","FLOCK 1C 9","2014-033AB",40035
"29829","2018-040B",43440,"PAYLOAD","ZHUHAI-1 OVS-02","PRC","2018-04-26","JSC","",94.83,97.37,519,502,"",NA,0,"MEDIUM",7012,2018,40,"B","Y","ZHUHAI-1 OVS-02","2018-040B",43440
"29830","2014-033S",40026,"PAYLOAD","FLOCK 1C 7","US","2014-06-19","OREN","",96.61,97.93,603,590,"",NA,0,"SMALL",7012,2014,33,"S","Y","FLOCK 1C 7","2014-033S",40026
"29831","2018-040D",43442,"PAYLOAD","ZHUHAI-1 OHS-03","PRC","2018-04-26","JSC","",94.84,97.36,516,506,"",NA,0,"MEDIUM",7012,2018,40,"D","Y","ZHUHAI-1 OHS-03","2018-040D",43442
"29832","2014-086A",40358,"PAYLOAD","COSMOS 2502","CIS","2014-12-25","PKMTR","",103.05,67.15,907,898,"",NA,0,"LARGE",7012,2014,86,"A","Y","COSMOS 2502","2014-086A",40358
"29833","1980-022A",11735,"PAYLOAD","COSMOS 1168","CIS","1980-03-17","PKMTR","",104.73,82.95,1008,955,"",NA,0,"LARGE",7012,1980,22,"A","Y","COSMOS 1168","1980-022A",11735
"29835","2017-008DF",42049,"PAYLOAD","FLOCK 3P 31","US","2017-02-15","SRI","",94.39,97.4,494,484,"",NA,0,"SMALL",7013,2017,8,"DF","Y","FLOCK 3P 31","2017-008DF",42049
"29836","1981-021A",12319,"PAYLOAD","COSMOS 1249","CIS","1981-03-05","TTMTR","",103.85,64.96,979,902,"",NA,0,"LARGE",7012,1981,21,"A","Y","COSMOS 1249","1981-021A",12319
"29837","1980-102B",12108,"PAYLOAD","COSMOS 1229","CIS","1980-12-23","PKMTR","",114.64,73.99,1464,1414,"",NA,0,"MEDIUM",7012,1980,102,"B","Y","COSMOS 1229","1980-102B",12108
"29838","2016-040M",41610,"PAYLOAD","FLOCK 2P 9","US","2016-06-22","SRI","",94.39,97.37,496,482,"",NA,0,"SMALL",7014,2016,40,"M","Y","FLOCK 2P 9","2016-040M",41610
"29839","2017-028A",42738,"PAYLOAD","QZS-2","JPN","2017-06-01","TNSTA","",1436.01,43.52,38968,32602,"",NA,0,"SMALL",7013,2017,28,"A","Y","QZS-2","2017-028A",42738
"29840","2017-008BK",42005,"PAYLOAD","FLOCK 3P 45","US","2017-02-15","SRI","",94.32,97.4,491,481,"",NA,0,"SMALL",7013,2017,8,"BK","Y","FLOCK 3P 45","2017-008BK",42005
"29841","2016-081B",41899,"PAYLOAD","YIJIAN","PRC","2016-12-21","JSC","",98.87,98.24,721,689,"",NA,0,"MEDIUM",7006,2016,81,"B","Y","YIJIAN","2016-081B",41899
"29842","1992-020A",21937,"PAYLOAD","COSMOS 2184","CIS","1992-04-15","PKMTR","",104.87,82.93,1012,965,"",NA,0,"LARGE",7007,1992,20,"A","Y","COSMOS 2184","1992-020A",21937
"29843","2014-034B",40054,"PAYLOAD","AISAT","GER","2014-06-30","SRI","",97.44,98.24,646,626,"",NA,0,"MEDIUM",7012,2014,34,"B","Y","AISAT","2014-034B",40054
"29844","2017-008BB",41997,"PAYLOAD","LEMUR 2 NOGUECORREIG","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7013,2017,8,"BB","Y","LEMUR 2 NOGUECORREIG","2017-008BB",41997
"29845","2006-051A",29526,"PAYLOAD","ARABSAT 4B","AB","2006-11-08","TTMTR","",1436.07,0.05,35790,35782,"",NA,0,"SMALL",7015,2006,51,"A","Y","ARABSAT 4B","2006-051A",29526
"29846","1981-043A",12456,"PAYLOAD","METEOR 2-7","CIS","1981-05-14","PKMTR","",102.1,81.27,893,823,"",NA,0,"LARGE",7012,1981,43,"A","Y","METEOR 2-7","1981-043A",12456
"29847","2016-039B",41592,"PAYLOAD","ECHOSTAR 18","US","2016-06-18","FRGUI","",1436.09,0.02,35793,35780,"",NA,0,"LARGE",7015,2016,39,"B","Y","ECHOSTAR 18","2016-039B",41592
"29848","1999-031A",25770,"PAYLOAD","GLOBALSTAR M025","GLOB","1999-06-10","AFETR","",128.28,51.98,2049,2046,"",NA,0,"LARGE",7012,1999,31,"A","Y","GLOBALSTAR M025","1999-031A",25770
"29849","2016-040D",41602,"PAYLOAD","GHGSAT-D","CA","2016-06-22","SRI","",94.58,97.36,504,492,"",NA,0,"MEDIUM",7015,2016,40,"D","Y","GHGSAT-D","2016-040D",41602
"29850","2016-012D",41340,"PAYLOAD","HORYU 4","JPN","2016-02-17","TNSTA","",95.92,31,573,553,"",NA,0,"MEDIUM",6999,2016,12,"D","Y","HORYU 4","2016-012D",41340
"29851","1991-080B",21805,"PAYLOAD","USA 75","US","1991-11-24","AFETR","",1451.65,15.14,36122,36059,"",NA,0,"",7014,1991,80,"B","Y","USA 75","1991-080B",21805
"29852","2006-054B",29644,"PAYLOAD","AMC-18","SES","2006-12-08","FRGUI","",1436.15,0.06,35798,35777,"",NA,0,"LARGE",7015,2006,54,"B","Y","AMC-18","2006-054B",29644
"29853","2007-007A",30793,"PAYLOAD","INSAT 4B","IND","2007-03-11","FRGUI","",1436.13,0.03,35801,35774,"",NA,0,"LARGE",7015,2007,7,"A","Y","INSAT 4B","2007-007A",30793
"29854","2014-083B",40349,"PAYLOAD","O3B FM11","O3B","2014-12-18","FRGUI","",287.93,0.05,8069,8063,"",NA,0,"LARGE",6948,2014,83,"B","Y","O3B FM11","2014-083B",40349
"29855","2014-029A",39766,"PAYLOAD","ALOS 2","JPN","2014-05-24","TNSTA","",97.33,97.92,632,630,"",NA,0,"LARGE",6998,2014,29,"A","Y","ALOS 2","2014-029A",39766
"29856","2013-078A",39490,"PAYLOAD","COSMOS 2493 (SKRL 756)","CIS","2013-12-28","PKMTR","",96.74,82.42,614,591,"",NA,0,"MEDIUM",7012,2013,78,"A","Y","COSMOS 2493 (SKRL 756)","2013-078A",39490
"29857","2014-040F",40091,"PAYLOAD","ORBCOMM FM 103","ORB","2014-07-14","AFETR","",98.99,47.01,712,708,"",NA,0,"MEDIUM",7012,2014,40,"F","Y","ORBCOMM FM 103","2014-040F",40091
"29858","2014-040E",40090,"PAYLOAD","ORBCOMM FM 104","ORB","2014-07-14","AFETR","",99.08,47.01,727,702,"",NA,0,"MEDIUM",7012,2014,40,"E","Y","ORBCOMM FM 104","2014-040E",40090
"29859","1999-025B",25731,"PAYLOAD","SJ-5","PRC","1999-05-10","TSC","",101.95,99.05,863,840,"",NA,0,"LARGE",7012,1999,25,"B","Y","SJ-5","1999-025B",25731
"29860","2018-046D",43557,"PAYLOAD","AEROCUBE 12B","US","2018-05-21","WLPIS","",94.2,51.64,485,474,"",NA,0,"MEDIUM",7004,2018,46,"D","Y","AEROCUBE 12B","2018-046D",43557
"29861","2013-066U",39434,"PAYLOAD","DOVE 4","US","2013-11-21","OREN","",95.68,97.58,574,528,"",NA,0,"SMALL",7003,2013,66,"U","Y","DOVE 4","2013-066U",39434
"29862","2014-071A",40305,"PAYLOAD","YAOGAN 23","PRC","2014-11-14","TSC","",94.87,97.49,514,511,"",NA,0,"LARGE",7012,2014,71,"A","Y","YAOGAN 23","2014-071A",40305
"29863","1992-017A",21922,"PAYLOAD","GORIZONT 25","CIS","1992-04-02","TTMTR","",1442.24,14.99,36023,35791,"",NA,0,"LARGE",7014,1992,17,"A","Y","GORIZONT 25","1992-017A",21922
"29864","2014-072A",40310,"PAYLOAD","YAOGAN 24","PRC","2014-11-20","JSC","",97.54,97.86,654,628,"",NA,0,"LARGE",7012,2014,72,"A","Y","YAOGAN 24","2014-072A",40310
"29865","1999-041D",25875,"PAYLOAD","GLOBALSTAR M028","GLOB","1999-07-25","AFETR","",115.15,51.96,1513,1412,"",NA,0,"LARGE",7012,1999,41,"D","Y","GLOBALSTAR M028","1999-041D",25875
"29866","2005-043B",28891,"PAYLOAD","TOPSAT","UK","2005-10-27","PKMTR","",98.54,98,700,678,"",NA,0,"MEDIUM",7011,2005,43,"B","Y","TOPSAT","2005-043B",28891
"29867","2007-004D",30797,"PAYLOAD","THEMIS D","US","2007-02-17","AFETR","",2004.05,8.78,91527,1025,"",NA,0,"MEDIUM",7015,2007,4,"D","Y","THEMIS D","2007-004D",30797
"29868","2016-075A",41879,"PAYLOAD","WGS 8 (USA 272)","US","2016-12-07","AFETR","",1436.12,0.01,35788,35786,"",NA,0,"LARGE",7013,2016,75,"A","Y","WGS 8 (USA 272)","2016-075A",41879
"29869","2016-008A",41330,"PAYLOAD","COSMOS 2514 (GLONASS)","CIS","2016-02-07","PKMTR","",675.73,65.39,19152,19107,"",NA,0,"LARGE",7013,2016,8,"A","Y","COSMOS 2514 (GLONASS)","2016-008A",41330
"29870","2014-053B",40144,"PAYLOAD","TIANTUO 2","PRC","2014-09-08","TSC","",93.85,97.27,471,455,"",NA,0,"MEDIUM",7012,2014,53,"B","Y","TIANTUO 2","2014-053B",40144
"29871","2015-068A",41036,"PAYLOAD","TELSTAR 12V","CA","2015-11-24","TNSTA","",1436.11,0.03,35794,35780,"",NA,0,"LARGE",7014,2015,68,"A","Y","TELSTAR 12V","2015-068A",41036
"29872","1995-022A",23567,"PAYLOAD","USA 110","US","1995-05-14","AFETR","",1436.07,14.53,35962,35610,"",NA,0,"",6954,1995,22,"A","Y","USA 110","1995-022A",23567
"29874","2000-004D",26064,"PAYLOAD","FALCONSAT","US","2000-01-27","AFWTR","",100.27,100.22,798,745,"",NA,0,"MEDIUM",7003,2000,4,"D","Y","FALCONSAT","2000-004D",26064
"29875","2015-003D",40379,"PAYLOAD","GRIFEX","US","2015-01-31","AFWTR","",95.01,99.12,612,427,"",NA,0,"SMALL",7012,2015,3,"D","Y","GRIFEX","2015-003D",40379
"29876","2017-008AM",41983,"PAYLOAD","FLOCK 3P 85","US","2017-02-15","SRI","",94.36,97.41,492,483,"",NA,0,"SMALL",7014,2017,8,"AM","Y","FLOCK 3P 85","2017-008AM",41983
"29877","1981-120A",12997,"PAYLOAD","RADIO 3","CIS","1981-12-17","PKMTR","",118.44,82.96,1658,1563,"",NA,0,"MEDIUM",7005,1981,120,"A","Y","RADIO 3","1981-120A",12997
"29878","2016-072A",41869,"PAYLOAD","TIANLIAN 1-04","PRC","2016-11-22","XSC","",1436.08,0.96,35854,35719,"",NA,0,"LARGE",7014,2016,72,"A","Y","TIANLIAN 1-04","2016-072A",41869
"29879","2016-035A",41581,"PAYLOAD","INTELSAT 31","ITSO","2016-06-09","TTMTR","",1436.09,0.04,35791,35782,"",NA,0,"LARGE",7014,2016,35,"A","Y","INTELSAT 31","2016-035A",41581
"29880","2014-070D",40301,"PAYLOAD","QSAT-EOS","JPN","2014-11-06","OREN","",94.36,97.33,505,471,"",NA,0,"MEDIUM",7012,2014,70,"D","Y","QSAT-EOS","2014-070D",40301
"29881","2013-076B",39484,"PAYLOAD","COSMOS 2489","CIS","2013-12-25","PKMTR","",115.86,82.49,1512,1477,"",NA,0,"LARGE",7012,2013,76,"B","Y","COSMOS 2489","2013-076B",39484
"29882","2006-030A",29260,"PAYLOAD","COSMOS 2422","CIS","2006-07-21","PKMTR","",717.99,63.47,40179,186,"",NA,0,"LARGE",7015,2006,30,"A","Y","COSMOS 2422","2006-030A",29260
"29883","1980-102G",12113,"PAYLOAD","COSMOS 1234","CIS","1980-12-23","PKMTR","",114.59,73.99,1465,1409,"",NA,0,"MEDIUM",7012,1980,102,"G","Y","COSMOS 1234","1980-102G",12113
"29884","1983-109A",14452,"PAYLOAD","METEOR 2-10","CIS","1983-10-28","PKMTR","",100.95,81.16,868,739,"",NA,0,"LARGE",6998,1983,109,"A","Y","METEOR 2-10","1983-109A",14452
"29885","2014-029D",39769,"PAYLOAD","RISING 2","JPN","2014-05-24","TNSTA","",97.16,97.85,625,621,"",NA,0,"MEDIUM",7012,2014,29,"D","Y","RISING 2","2014-029D",39769
"29886","2014-040A",40086,"PAYLOAD","ORBCOMM FM 109","ORB","2014-07-14","AFETR","",98.99,47.01,712,708,"",NA,0,"MEDIUM",7012,2014,40,"A","Y","ORBCOMM FM 109","2014-040A",40086
"29887","1998-072A",25567,"PAYLOAD","NADEZHDA 5","CIS","1998-12-10","PKMTR","",104.97,82.95,1011,975,"",NA,0,"LARGE",7012,1998,72,"A","Y","NADEZHDA 5","1998-072A",25567
"29888","1999-012D",25652,"PAYLOAD","GLOBALSTAR M037","GLOB","1999-03-15","TTMTR","",114.08,52,1415,1412,"",NA,0,"LARGE",7012,1999,12,"D","Y","GLOBALSTAR M037","1999-012D",25652
"29889","1998-067NJ",43021,"PAYLOAD","DELLINGR (RBLE)","US","1998-11-20","TTMTR","",92.09,51.64,378,376,"",NA,0,"MEDIUM",7009,1998,67,"NJ","Y","DELLINGR (RBLE)","1998-067NJ",43021
"29890","2017-008AQ",41986,"PAYLOAD","FLOCK 3P 36","US","2017-02-15","SRI","",94.4,97.41,494,485,"",NA,0,"SMALL",7014,2017,8,"AQ","Y","FLOCK 3P 36","2017-008AQ",41986
"29892","2017-008BE",42000,"PAYLOAD","DIDO 2","ISRA","2017-02-15","SRI","",94.49,97.4,500,488,"",NA,0,"SMALL",7006,2017,8,"BE","Y","DIDO 2","2017-008BE",42000
"29893","1992-012A",21902,"PAYLOAD","COSMOS 2181","CIS","1992-03-09","PKMTR","",104.93,82.95,1012,970,"",NA,0,"LARGE",7014,1992,12,"A","Y","COSMOS 2181","1992-012A",21902
"29894","1999-062D",25964,"PAYLOAD","GLOBALSTAR M061","GLOB","1999-11-22","TTMTR","",122.37,51.98,1791,1782,"",NA,0,"LARGE",6988,1999,62,"D","Y","GLOBALSTAR M061","1999-062D",25964
"29895","1993-008A",22487,"PAYLOAD","COSMOS 2233","CIS","1993-02-09","PKMTR","",104.67,82.94,1006,952,"",NA,0,"LARGE",7005,1993,8,"A","Y","COSMOS 2233","1993-008A",22487
"29896","1998-066A",25527,"PAYLOAD","IRIDIUM 2","US","1998-11-06","AFWTR","",94.85,85.53,519,504,"",NA,0,"LARGE",7012,1998,66,"A","Y","IRIDIUM 2","1998-066A",25527
"29897","1980-102H",12114,"PAYLOAD","COSMOS 1235","CIS","1980-12-23","PKMTR","",114.63,73.99,1465,1413,"",NA,0,"MEDIUM",7012,1980,102,"H","Y","COSMOS 1235","1980-102H",12114
"29898","2014-040C",40088,"PAYLOAD","ORBCOMM FM 106","ORB","2014-07-14","AFETR","",98.34,47.06,693,665,"",NA,0,"MEDIUM",7012,2014,40,"C","Y","ORBCOMM FM 106","2014-040C",40088
"29899","2014-040B",40087,"PAYLOAD","ORBCOMM FM 107","ORB","2014-07-14","AFETR","",98.99,47.01,712,708,"",NA,0,"MEDIUM",7012,2014,40,"B","Y","ORBCOMM FM 107","2014-040B",40087
"29900","2014-014A",39624,"PAYLOAD","SJ-11-06","PRC","2014-03-31","JSC","",98.7,98.29,706,687,"",NA,0,"LARGE",7012,2014,14,"A","Y","SJ-11-06","2014-014A",39624
"29901","2006-032A",29270,"PAYLOAD","EUTE HOT BIRD 13B (HB 8)","EUTE","2006-08-04","TTMTR","",1436.11,0.07,35797,35776,"",NA,0,"LARGE",7015,2006,32,"A","Y","EUTE HOT BIRD 13B (HB 8)","2006-032A",29270
"29902","2016-066E",41845,"PAYLOAD","LISHUI 1-01","PRC","2016-11-09","JSC","",99.12,98.75,928,505,"",NA,0,"MEDIUM",7007,2016,66,"E","Y","LISHUI 1-01","2016-066E",41845
"29903","2006-023A",29236,"PAYLOAD","GALAXY 16","US","2006-06-18","SEAL","",1436.1,0.02,35797,35776,"",NA,0,"LARGE",7015,2006,23,"A","Y","GALAXY 16","2006-023A",29236
"29904","2014-050A",40128,"PAYLOAD","GALILEO 5 (261)","ESA","2014-08-22","FRGUI","",776.2,50.58,26262,16937,"",NA,0,"LARGE",7012,2014,50,"A","Y","GALILEO 5 (261)","2014-050A",40128
"29905","2007-007B",30794,"PAYLOAD","SKYNET 5A","UK","2007-03-11","FRGUI","",1436.1,0.07,35806,35767,"",NA,0,"LARGE",7015,2007,7,"B","Y","SKYNET 5A","2007-007B",30794
"29906","1991-076C",21799,"PAYLOAD","USA 74","US","1991-11-08","AFWTR","",107.34,63.34,1705,503,"",NA,0,"",6938,1991,76,"C","Y","USA 74","1991-076C",21799
"29907","2016-028A",41471,"PAYLOAD","JCSAT 2B","JPN","2016-05-06","AFETR","",1436.12,0.01,35796,35778,"",NA,0,"LARGE",7015,2016,28,"A","Y","JCSAT 2B","2016-028A",41471
"29908","2015-003A",40376,"PAYLOAD","SMAP","US","2015-01-31","AFWTR","",98.4,98.12,683,682,"",NA,0,"LARGE",7012,2015,3,"A","Y","SMAP","2015-003A",40376
"29909","1999-008B",25635,"PAYLOAD","ORSTED","DEN","1999-02-23","AFWTR","",99.44,96.48,829,634,"",NA,0,"MEDIUM",7012,1999,8,"B","Y","ORSTED","1999-008B",25635
"29910","2006-054A",29643,"PAYLOAD","WILDBLUE 1","US","2006-12-08","FRGUI","",1436.11,0.01,35795,35779,"",NA,0,"LARGE",7015,2006,54,"A","Y","WILDBLUE 1","2006-054A",29643
"29911","2017-069A",43001,"PAYLOAD","BEIDOU-3 M1","PRC","2017-11-05","XSC","",773.23,55.12,21560,21496,"",NA,0,"LARGE",7009,2017,69,"A","Y","BEIDOU-3 M1","2017-069A",43001
"29912","2016-038A",41588,"PAYLOAD","ABS 2A","BERM","2016-06-15","AFETR","",1436.09,0.01,35796,35777,"",NA,0,"LARGE",7015,2016,38,"A","Y","ABS 2A","2016-038A",41588
"29913","2014-033P",40023,"PAYLOAD","FLOCK 1C 10","US","2014-06-19","OREN","",96.66,97.92,606,591,"",NA,0,"SMALL",7010,2014,33,"P","Y","FLOCK 1C 10","2014-033P",40023
"29914","2013-072H",39469,"PAYLOAD","MCUBED-2","US","2013-12-06","AFWTR","",97.22,120.49,806,446,"",NA,0,"",6940,2013,72,"H","Y","MCUBED-2","2013-072H",39469
"29915","2016-030B",41550,"PAYLOAD","GALILEO 13 (26A)","ESA","2016-05-24","FRGUI","",844.7,56.54,23233,23211,"",NA,0,"LARGE",7014,2016,30,"B","Y","GALILEO 13 (26A)","2016-030B",41550
"29916","2016-040Q",41613,"PAYLOAD","FLOCK 2P 8","US","2016-06-22","SRI","",94.39,97.37,496,483,"",NA,0,"SMALL",7015,2016,40,"Q","Y","FLOCK 2P 8","2016-040Q",41613
"29917","2016-040T",41616,"PAYLOAD","FLOCK 2P 5","US","2016-06-22","SRI","",94.39,97.37,496,483,"",NA,0,"SMALL",7015,2016,40,"T","Y","FLOCK 2P 5","2016-040T",41616
"29918","2014-050B",40129,"PAYLOAD","GALILEO 6 (262)","ESA","2014-08-22","FRGUI","",776.2,50.62,26259,16940,"",NA,0,"LARGE",7003,2014,50,"B","Y","GALILEO 6 (262)","2014-050B",40129
"29919","2017-008V",41967,"PAYLOAD","FLOCK 3P 1","US","2017-02-15","SRI","",94.33,97.4,491,481,"",NA,0,"SMALL",7007,2017,8,"V","Y","FLOCK 3P 1","2017-008V",41967
"29920","2015-079B",41175,"PAYLOAD","GALILEO 11 (268)","ESA","2015-12-17","FRGUI","",844.71,54.95,23237,23207,"",NA,0,"LARGE",7014,2015,79,"B","Y","GALILEO 11 (268)","2015-079B",41175
"29921","2006-053A",29640,"PAYLOAD","FENGYUN 2D","PRC","2006-12-08","XSC","",1466.5,6.29,36431,36329,"",NA,0,"LARGE",7015,2006,53,"A","Y","FENGYUN 2D","2006-053A",29640
"29922","2013-065A",39410,"PAYLOAD","YAOGAN 19","PRC","2013-11-20","TSC","",109.48,100.22,1209,1196,"",NA,0,"LARGE",7003,2013,65,"A","Y","YAOGAN 19","2013-065A",39410
"29923","2016-040A",41599,"PAYLOAD","CARTOSAT 2C","IND","2016-06-22","SRI","",94.79,97.5,517,499,"",NA,0,"LARGE",7013,2016,40,"A","Y","CARTOSAT 2C","2016-040A",41599
"29924","1991-076D",21808,"PAYLOAD","USA 76","US","1991-11-08","AFWTR","",107.36,63.34,1707,502,"",NA,0,"",6938,1991,76,"D","Y","USA 76","1991-076D",21808
"29925","2016-079A",41893,"PAYLOAD","ECHOSTAR 19","US","2016-12-18","AFETR","",1436.09,0.02,35792,35781,"",NA,0,"LARGE",7014,2016,79,"A","Y","ECHOSTAR 19","2016-079A",41893
"29926","2018-109A",43873,"PAYLOAD","NAVSTAR 77 (USA 289)","US","2018-12-23","AFETR","",717.99,55,20200,20165,"",NA,0,"LARGE",7004,2018,109,"A","Y","NAVSTAR 77 (USA 289)","2018-109A",43873
"29927","2014-079A",40336,"PAYLOAD","CBERS-4","PRC","2014-12-07","TSC","",100.32,98.6,774,773,"",NA,0,"LARGE",7012,2014,79,"A","Y","CBERS-4","2014-079A",40336
"29928","2017-008BV",42015,"PAYLOAD","PEASSS","NETH","2017-02-15","SRI","",94.43,97.4,496,486,"",NA,0,"SMALL",6999,2017,8,"BV","Y","PEASSS","2017-008BV",42015
"29929","2018-024D",43234,"PAYLOAD","O3B FM13","O3B","2018-03-09","FRGUI","",287.93,0.05,8067,8065,"",NA,0,"LARGE",7008,2018,24,"D","Y","O3B FM13","2018-024D",43234
"29930","2014-048A",40115,"PAYLOAD","WORLDVIEW 3","US","2014-08-13","AFWTR","",96.97,97.81,614,613,"",NA,0,"LARGE",7012,2014,48,"A","Y","WORLDVIEW 3","2014-048A",40115
"29931","2014-047B",40110,"PAYLOAD","YAOGAN 20B","PRC","2014-08-09","JSC","",107.05,63.4,1214,966,"",NA,0,"LARGE",7012,2014,47,"B","Y","YAOGAN 20B","2014-047B",40110
"29932","1999-037D",25854,"PAYLOAD","GLOBALSTAR M030","GLOB","1999-07-10","AFETR","",124.67,51.99,1891,1886,"",NA,0,"LARGE",7012,1999,37,"D","Y","GLOBALSTAR M030","1999-037D",25854
"29933","2016-039A",41591,"PAYLOAD","BRISAT","INDO","2016-06-18","FRGUI","",1436.14,0.01,35796,35779,"",NA,0,"LARGE",7013,2016,39,"A","Y","BRISAT","2016-039A",41591
"29934","2015-003B",40377,"PAYLOAD","FIREBIRD 3","US","2015-01-31","AFWTR","",94.8,99.12,596,423,"",NA,0,"SMALL",7012,2015,3,"B","Y","FIREBIRD 3","2015-003B",40377
"29935","2017-008AL",41982,"PAYLOAD","FLOCK 3P 88","US","2017-02-15","SRI","",94.34,97.41,491,482,"",NA,0,"SMALL",7014,2017,8,"AL","Y","FLOCK 3P 88","2017-008AL",41982
"29936","2015-081B",41180,"PAYLOAD","ORBCOMM FM 119","ORB","2015-12-22","AFETR","",98.99,47,712,709,"",NA,0,"MEDIUM",7014,2015,81,"B","Y","ORBCOMM FM 119","2015-081B",41180
"29937","2017-008Y",41970,"PAYLOAD","FLOCK 3P 7","US","2017-02-15","SRI","",94.31,97.4,490,480,"",NA,0,"SMALL",7007,2017,8,"Y","Y","FLOCK 3P 7","2017-008Y",41970
"29938","1999-041C",25874,"PAYLOAD","GLOBALSTAR M043","GLOB","1999-07-25","AFETR","",127.92,51.94,2042,2022,"",NA,0,"LARGE",7012,1999,41,"C","Y","GLOBALSTAR M043","1999-041C",25874
"29939","2016-027A",41469,"PAYLOAD","IRNSS 1G","IND","2016-04-28","SRI","",1436.14,2.68,35812,35763,"",NA,0,"LARGE",7015,2016,27,"A","Y","IRNSS 1G","2016-027A",41469
"29940","2014-051A",40136,"PAYLOAD","LING QIAO","PRC","2014-09-04","JSC","",100.72,98.51,808,778,"",NA,0,"MEDIUM",7012,2014,51,"A","Y","LING QIAO","2014-051A",40136
"29941","2014-051B",40137,"PAYLOAD","CHUANG XIN 1-04","PRC","2014-09-04","JSC","",100.73,98.51,809,777,"",NA,0,"MEDIUM",7012,2014,51,"B","Y","CHUANG XIN 1-04","2014-051B",40137
"29942","1992-067A",22178,"PAYLOAD","MOLNIYA 3-42","CIS","1992-10-14","PKMTR","",653.26,64.64,35645,1477,"",NA,0,"LARGE",7014,1992,67,"A","Y","MOLNIYA 3-42","1992-067A",22178
"29943","1999-034A",25789,"PAYLOAD","QUIKSCAT","US","1999-06-20","AFWTR","",99.35,98.59,798,657,"",NA,0,"LARGE",7012,1999,34,"A","Y","QUIKSCAT","1999-034A",25789
"29944","2017-008CM",42031,"PAYLOAD","FLOCK 3P 46","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7006,2017,8,"CM","Y","FLOCK 3P 46","2017-008CM",42031
"29945","2016-069C",41861,"PAYLOAD","GALILEO 17 (26D)","ESA","2016-11-17","FRGUI","",844.71,54.61,23236,23208,"",NA,0,"LARGE",7013,2016,69,"C","Y","GALILEO 17 (26D)","2016-069C",41861
"29946","2016-040K",41608,"PAYLOAD","FLOCK 2P 11","US","2016-06-22","SRI","",94.32,97.36,492,479,"",NA,0,"SMALL",7015,2016,40,"K","Y","FLOCK 2P 11","2016-040K",41608
"29947","2016-041A",41622,"PAYLOAD","MUOS 5","US","2016-06-24","AFETR","",1436.1,7.9,36661,34912,"",NA,0,"LARGE",7015,2016,41,"A","Y","MUOS 5","2016-041A",41622
"29948","2018-099BQ",43820,"PAYLOAD","SEAHAWK-1","US","2018-12-03","AFWTR","",96.29,97.74,590,572,"",NA,0,"SMALL",7004,2018,99,"BQ","Y","SEAHAWK-1","2018-099BQ",43820
"29949","1999-029A",25756,"PAYLOAD","KITSAT 3","SKOR","1999-05-26","SRI","",99.05,98.45,723,703,"",NA,0,"MEDIUM",7012,1999,29,"A","Y","KITSAT 3","1999-029A",25756
"29950","1980-073A",11962,"PAYLOAD","METEOR 2-6","CIS","1980-09-09","PKMTR","",102.09,81.22,884,831,"",NA,0,"LARGE",7012,1980,73,"A","Y","METEOR 2-6","1980-073A",11962
"29951","2016-025F",41461,"PAYLOAD","ASAP-S","FR","2016-04-25","FRGUI","",95.71,98.13,674,432,"",NA,0,"LARGE",7015,2016,25,"F","Y","ASAP-S","2016-025F",41461
"29952","2017-008BN",42008,"PAYLOAD","FLOCK 3P 42","US","2017-02-15","SRI","",94.4,97.4,495,484,"",NA,0,"SMALL",7006,2017,8,"BN","Y","FLOCK 3P 42","2017-008BN",42008
"29953","2016-062F",41874,"PAYLOAD","LEMUR 2 WINGO","US","2016-10-17","WLPIS","",94.41,51.65,499,481,"",NA,0,"SMALL",7014,2016,62,"F","Y","LEMUR 2 WINGO","2016-062F",41874
