,OBJECT_TYPE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,LAUNCH_YEAR,SMA,e,n
48651,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48652,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48653,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""MEDIUM""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48654,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48655,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48656,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48657,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48658,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48659,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48660,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48661,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48662,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48663,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48664,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48665,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48666,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48667,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48668,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48669,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48670,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48671,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48672,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48673,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48674,"""PAYLOAD""","""""",95.59,53.05,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48675,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48676,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48677,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48678,"""PAYLOAD""","""""",95.59,53.04,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48679,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48684,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48685,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48686,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48687,"""PAYLOAD""","""""",95.59,53.05,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48688,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48689,"""PAYLOAD""","""""",95.59,53.05,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48690,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48691,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48692,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48693,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48694,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48695,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48696,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48697,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48698,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48699,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48700,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48701,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48702,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48703,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48704,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48705,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48706,"""PAYLOAD""","""""",96.64,35.0,602.0,593.0,"""LARGE""","""2021""",6975500.0,0.0006451150455164505,0.0010836067375792609
48707,"""PAYLOAD""","""""",96.64,35.0,601.0,594.0,"""LARGE""","""2021""",6975500.0,0.0005017561465127947,0.0010836067375792609
48708,"""PAYLOAD""","""""",96.64,35.0,600.0,595.0,"""LARGE""","""2021""",6975500.0,0.00035839724750913915,0.0010836067375792609
48709,"""PAYLOAD""","""""",96.54,35.01,596.0,590.0,"""MEDIUM""","""2021""",6971000.0,0.00043035432506096684,0.0010847291808541513
48711,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48712,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48713,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48714,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48715,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48716,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48718,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48719,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48720,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48721,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48722,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48723,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48724,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48725,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48726,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48727,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48728,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48729,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48730,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48731,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48732,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48733,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48734,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48735,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48736,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48737,"""PAYLOAD""","""""",95.59,53.04,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48739,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48740,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48741,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48742,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48743,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48744,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48745,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48746,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48747,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48748,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48753,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48754,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48755,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48756,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48757,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48758,"""PAYLOAD""","""""",95.7,53.06,553.0,551.0,"""LARGE""","""2021""",6930000.0,0.0001443001443001443,0.0010942503147299873
48759,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48760,"""PAYLOAD""","""""",95.7,53.02,553.0,552.0,"""MEDIUM""","""2021""",6930500.0,7.214486689272058e-05,0.0010942503147299873
48761,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48762,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48763,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48764,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48765,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48766,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48767,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48768,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48769,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48770,"""PAYLOAD""","""""",95.62,53.06,550.0,548.0,"""LARGE""","""2021""",6927000.0,0.00014436263894903998,0.0010951658138429173
48771,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48772,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48773,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48774,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48775,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48776,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48777,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48778,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48779,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48780,"""PAYLOAD""","""""",93.38,53.05,442.0,437.0,"""LARGE""","""2021""",6817500.0,0.0003667033370003667,0.0011214366579530926
48781,"""PAYLOAD""","""""",94.25,53.05,483.0,481.0,"""LARGE""","""2021""",6860000.0,0.0001457725947521866,0.0011110849349566024
48782,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48783,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48784,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48785,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48786,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48787,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48788,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48789,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48790,"""PAYLOAD""","""""",95.54,53.06,546.0,544.0,"""LARGE""","""2021""",6923000.0,0.0001444460494005489,0.0010960828461341822
48791,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""MEDIUM""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48792,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48793,"""PAYLOAD""","""""",95.64,53.05,551.0,548.0,"""LARGE""","""2021""",6927500.0,0.00021652832912306028,0.0010949367954795042
48794,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48795,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48796,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48797,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48798,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48799,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48800,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48802,"""PAYLOAD""","""""",95.59,53.04,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48803,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48804,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48805,"""PAYLOAD""","""""",96.13,53.04,583.0,563.0,"""LARGE""","""2021""",6951000.0,0.0014386419220256078,0.001089355613436594
48806,"""PAYLOAD""","""""",96.18,53.03,586.0,565.0,"""MEDIUM""","""2021""",6953500.0,0.0015100309196807364,0.0010887893025541668
48812,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48813,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48814,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48815,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48816,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48817,"""PAYLOAD""","""""",93.88,53.05,465.0,464.0,"""LARGE""","""2021""",6842500.0,7.307270734380708e-05,0.0011154639446065166
48818,"""PAYLOAD""","""""",95.59,53.06,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48819,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48820,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48821,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48822,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48823,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48824,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48825,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""MEDIUM""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48826,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48827,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48828,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48829,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48830,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48831,"""PAYLOAD""","""""",95.59,53.04,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48832,"""PAYLOAD""","""""",93.37,53.05,442.0,438.0,"""LARGE""","""2021""",6818000.0,0.0002933411557641537,0.0011215567646959382
48833,"""PAYLOAD""","""""",95.7,53.07,554.0,551.0,"""LARGE""","""2021""",6930500.0,0.00021643460067816175,0.0010942503147299873
48835,"""PAYLOAD""","""""",125.28,26.17,3654.0,177.0,"""MEDIUM""","""2021""",8293500.0,0.20962199312714777,0.0008358856570854068
48836,"""PAYLOAD""","""""",126.45,26.16,3755.0,179.0,"""SMALL""","""2021""",8345000.0,0.21426003594967047,0.0008281514837458266
48837,"""PAYLOAD""","""""",104.09,65.99,957.0,947.0,"""LARGE""","""2021""",7330000.0,0.0006821282401091405,0.0010060501020238233
48842,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48843,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48844,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48845,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48846,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48847,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48848,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48849,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48850,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48851,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48852,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48853,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48854,"""PAYLOAD""","""""",95.59,53.05,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48855,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48856,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48857,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48858,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48859,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48860,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48861,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
48862,"""PAYLOAD""","""""",95.59,53.04,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48863,"""PAYLOAD""","""""",95.59,53.05,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48864,"""PAYLOAD""","""""",95.59,53.05,549.0,546.0,"""LARGE""","""2021""",6925500.0,0.00021659085986571366,0.0010955095210760514
48865,"""PAYLOAD""","""""",95.59,53.06,548.0,546.0,"""LARGE""","""2021""",6925000.0,0.0001444043321299639,0.0010955095210760514
