INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1982-092AEY","50434","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.18","82.67","456","404","","","0","SMALL","7965","1982","92","AEY","Y","COSMOS 1408 DEB","1982-092AEY","50434"
"1982-092AEZ","50435","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-17","89.88","82.60","280","257","","","0","SMALL","7945","1982","92","AEZ","Y","COSMOS 1408 DEB","1982-092AEZ","50435"
"1982-092AF","49542","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.31","82.56","846","414","","","0","MEDIUM","7965","1982","92","AF","Y","COSMOS 1408 DEB","1982-092AF","49542"
"1982-092AFA","50436","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.89","82.67","442","391","","","0","SMALL","7965","1982","92","AFA","Y","COSMOS 1408 DEB","1982-092AFA","50436"
"1982-092AFB","50437","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.36","82.51","564","411","","","0","SMALL","7965","1982","92","AFB","Y","COSMOS 1408 DEB","1982-092AFB","50437"
"1982-092AFC","50438","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.90","82.56","686","438","","","0","SMALL","7965","1982","92","AFC","Y","COSMOS 1408 DEB","1982-092AFC","50438"
"1982-092AFD","50439","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.44","82.71","426","362","","","0","SMALL","7965","1982","92","AFD","Y","COSMOS 1408 DEB","1982-092AFD","50439"
"1982-092AFE","50440","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.04","82.61","606","435","","","0","SMALL","7965","1982","92","AFE","Y","COSMOS 1408 DEB","1982-092AFE","50440"
"1982-092AFF","50441","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.77","82.74","478","440","","","0","SMALL","7965","1982","92","AFF","Y","COSMOS 1408 DEB","1982-092AFF","50441"
"1982-092AFG","50442","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.69","82.66","426","387","","","0","SMALL","7965","1982","92","AFG","Y","COSMOS 1408 DEB","1982-092AFG","50442"
"1982-092AFH","50443","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.55","82.65","468","429","","","0","SMALL","7965","1982","92","AFH","Y","COSMOS 1408 DEB","1982-092AFH","50443"
"1982-092AFJ","50444","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.21","82.52","501","460","","","0","SMALL","7964","1982","92","AFJ","Y","COSMOS 1408 DEB","1982-092AFJ","50444"
"1982-092AFK","50445","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","89.16","82.49","243","223","","","0","SMALL","7964","1982","92","AFK","Y","COSMOS 1408 DEB","1982-092AFK","50445"
"1982-092AFL","50446","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.10","82.61","396","359","","","0","SMALL","7965","1982","92","AFL","Y","COSMOS 1408 DEB","1982-092AFL","50446"
"1982-092AFM","50447","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.43","82.57","542","440","","","0","SMALL","7965","1982","92","AFM","Y","COSMOS 1408 DEB","1982-092AFM","50447"
"1982-092AFN","50448","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","88.27","82.67","195","183","","","0","SMALL","7960","1982","92","AFN","Y","COSMOS 1408 DEB","1982-092AFN","50448"
"1982-092AFP","50449","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.82","82.54","578","441","","","0","SMALL","7965","1982","92","AFP","Y","COSMOS 1408 DEB","1982-092AFP","50449"
"1982-092AFQ","50450","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.83","82.55","449","377","","","0","SMALL","7965","1982","92","AFQ","Y","COSMOS 1408 DEB","1982-092AFQ","50450"
"1982-092AFR","50451","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.66","82.93","634","467","","1","0","SMALL","7958","1982","92","AFR","Y","COSMOS 1408 DEB","1982-092AFR","50451"
"1982-092AFS","50452","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","93.45","83.08","498","388","","","0","SMALL","7953","1982","92","AFS","Y","COSMOS 1408 DEB","1982-092AFS","50452"
"1982-092AFT","50453","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.21","82.53","751","403","","","0","SMALL","7939","1982","92","AFT","Y","COSMOS 1408 DEB","1982-092AFT","50453"
"1982-092AFU","50454","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-15","99.32","81.71","929","523","","","0","SMALL","7945","1982","92","AFU","Y","COSMOS 1408 DEB","1982-092AFU","50454"
"1982-092AFV","50455","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","98.49","82.49","941","432","","","0","SMALL","7965","1982","92","AFV","Y","COSMOS 1408 DEB","1982-092AFV","50455"
"1982-092AFW","50456","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.27","82.94","813","443","","","0","SMALL","7961","1982","92","AFW","Y","COSMOS 1408 DEB","1982-092AFW","50456"
"1982-092AFX","50457","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","97.93","82.66","867","453","","","0","SMALL","7962","1982","92","AFX","Y","COSMOS 1408 DEB","1982-092AFX","50457"
"1982-092AFY","50458","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.52","83.18","740","444","","","0","SMALL","7965","1982","92","AFY","Y","COSMOS 1408 DEB","1982-092AFY","50458"
"1982-092AFZ","50459","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.78","82.80","578","438","","","0","SMALL","7965","1982","92","AFZ","Y","COSMOS 1408 DEB","1982-092AFZ","50459"
"1982-092AG","49543","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-19","92.90","83.60","462","371","","","0","SMALL","7946","1982","92","AG","Y","COSMOS 1408 DEB","1982-092AG","49543"
"1982-092AGA","50460","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.88","82.62","615","410","","","0","SMALL","7965","1982","92","AGA","Y","COSMOS 1408 DEB","1982-092AGA","50460"
"1982-092AGB","50461","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.39","82.53","469","411","","","0","SMALL","7965","1982","92","AGB","Y","COSMOS 1408 DEB","1982-092AGB","50461"
"1982-092AGC","50462","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.83","82.54","499","424","","","0","SMALL","7964","1982","92","AGC","Y","COSMOS 1408 DEB","1982-092AGC","50462"
"1982-092AGD","50506","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.66","82.58","570","435","","","0","SMALL","7965","1982","92","AGD","Y","COSMOS 1408 DEB","1982-092AGD","50506"
"1982-092AGE","50507","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-10","88.87","82.46","234","203","","","0","SMALL","7936","1982","92","AGE","Y","COSMOS 1408 DEB","1982-092AGE","50507"
"1982-092AGF","50508","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.99","82.55","555","385","","","0","SMALL","7965","1982","92","AGF","Y","COSMOS 1408 DEB","1982-092AGF","50508"
"1982-092AGG","50509","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.98","82.62","620","415","","","0","SMALL","7965","1982","92","AGG","Y","COSMOS 1408 DEB","1982-092AGG","50509"
"1982-092AGH","50510","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.71","82.53","570","438","","","0","SMALL","7965","1982","92","AGH","Y","COSMOS 1408 DEB","1982-092AGH","50510"
"1982-092AGJ","50511","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.99","82.54","451","391","","","0","SMALL","7965","1982","92","AGJ","Y","COSMOS 1408 DEB","1982-092AGJ","50511"
"1982-092AGK","50512","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.16","82.47","521","435","","","0","SMALL","7965","1982","92","AGK","Y","COSMOS 1408 DEB","1982-092AGK","50512"
"1982-092AGL","50513","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.27","82.59","508","458","","","0","SMALL","7965","1982","92","AGL","Y","COSMOS 1408 DEB","1982-092AGL","50513"
"1982-092AGM","50514","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.09","82.68","453","399","","","0","SMALL","7965","1982","92","AGM","Y","COSMOS 1408 DEB","1982-092AGM","50514"
"1982-092AGN","50515","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.81","82.53","446","378","","","0","SMALL","7965","1982","92","AGN","Y","COSMOS 1408 DEB","1982-092AGN","50515"
"1982-092AGP","50516","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.79","82.55","597","419","","","0","SMALL","7965","1982","92","AGP","Y","COSMOS 1408 DEB","1982-092AGP","50516"
"1982-092AGQ","50517","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.37","82.56","454","425","","","0","SMALL","7965","1982","92","AGQ","Y","COSMOS 1408 DEB","1982-092AGQ","50517"
"1982-092AGR","50518","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.89","82.74","486","443","","","0","SMALL","7965","1982","92","AGR","Y","COSMOS 1408 DEB","1982-092AGR","50518"
"1982-092AGS","50519","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.64","82.58","543","459","","","0","SMALL","7964","1982","92","AGS","Y","COSMOS 1408 DEB","1982-092AGS","50519"
"1982-092AGT","50520","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-15","89.13","82.47","240","223","","","0","SMALL","7945","1982","92","AGT","Y","COSMOS 1408 DEB","1982-092AGT","50520"
"1982-092AGU","50521","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.79","82.65","551","466","","","0","SMALL","7965","1982","92","AGU","Y","COSMOS 1408 DEB","1982-092AGU","50521"
"1982-092AGV","50522","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.94","82.61","502","432","","","0","SMALL","7965","1982","92","AGV","Y","COSMOS 1408 DEB","1982-092AGV","50522"
"1982-092AGW","50523","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","96.60","82.54","740","452","","","0","SMALL","7965","1982","92","AGW","Y","COSMOS 1408 DEB","1982-092AGW","50523"
"1982-092AGX","50524","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-31","89.69","82.68","266","252","","","0","SMALL","7956","1982","92","AGX","Y","COSMOS 1408 DEB","1982-092AGX","50524"
"1982-092AGY","50525","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.97","83.43","573","461","","","0","SMALL","7962","1982","92","AGY","Y","COSMOS 1408 DEB","1982-092AGY","50525"
"1982-092AGZ","50526","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.04","82.62","612","429","","","0","SMALL","7964","1982","92","AGZ","Y","COSMOS 1408 DEB","1982-092AGZ","50526"
"1982-092AH","49544","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-21","91.54","82.21","390","310","","","0","MEDIUM","7920","1982","92","AH","Y","COSMOS 1408 DEB","1982-092AH","49544"
"1982-092AHA","50527","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.98","83.15","472","369","","","0","SMALL","7958","1982","92","AHA","Y","COSMOS 1408 DEB","1982-092AHA","50527"
"1982-092AHB","50528","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.63","82.61","646","452","","","0","SMALL","7964","1982","92","AHB","Y","COSMOS 1408 DEB","1982-092AHB","50528"
"1982-092AHC","50529","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.62","82.59","469","435","","","0","SMALL","7965","1982","92","AHC","Y","COSMOS 1408 DEB","1982-092AHC","50529"
"1982-092AHD","50530","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.58","82.39","547","450","","","0","SMALL","7965","1982","92","AHD","Y","COSMOS 1408 DEB","1982-092AHD","50530"
"1982-092AHE","50531","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.91","82.61","501","431","","","0","SMALL","7965","1982","92","AHE","Y","COSMOS 1408 DEB","1982-092AHE","50531"
"1982-092AHF","50532","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-05","90.61","82.45","324","285","","","0","SMALL","7931","1982","92","AHF","Y","COSMOS 1408 DEB","1982-092AHF","50532"
"1982-092AHG","50533","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.27","82.39","516","450","","","0","SMALL","7965","1982","92","AHG","Y","COSMOS 1408 DEB","1982-092AHG","50533"
"1982-092AHH","50534","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.57","82.52","470","428","","","0","SMALL","7965","1982","92","AHH","Y","COSMOS 1408 DEB","1982-092AHH","50534"
"1982-092AHJ","50535","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.29","82.53","610","455","","","0","SMALL","7964","1982","92","AHJ","Y","COSMOS 1408 DEB","1982-092AHJ","50535"
"1982-092AHK","50536","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.51","82.61","474","419","","","0","SMALL","7965","1982","92","AHK","Y","COSMOS 1408 DEB","1982-092AHK","50536"
"1982-092AHL","50537","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.26","82.59","455","414","","","0","SMALL","7965","1982","92","AHL","Y","COSMOS 1408 DEB","1982-092AHL","50537"
"1982-092AHM","50538","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.93","82.58","582","448","","","0","SMALL","7965","1982","92","AHM","Y","COSMOS 1408 DEB","1982-092AHM","50538"
"1982-092AHN","50539","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.39","82.55","355","330","","","0","SMALL","7965","1982","92","AHN","Y","COSMOS 1408 DEB","1982-092AHN","50539"
"1982-092AHP","50540","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.97","82.49","686","444","","","0","SMALL","7964","1982","92","AHP","Y","COSMOS 1408 DEB","1982-092AHP","50540"
"1982-092AHQ","50541","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.96","82.42","516","420","","","0","SMALL","7965","1982","92","AHQ","Y","COSMOS 1408 DEB","1982-092AHQ","50541"
"1982-092AHR","50542","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.25","82.60","468","400","","","0","SMALL","7965","1982","92","AHR","Y","COSMOS 1408 DEB","1982-092AHR","50542"
"1982-092AHS","50543","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-09","88.75","82.79","225","200","","","0","SMALL","7939","1982","92","AHS","Y","COSMOS 1408 DEB","1982-092AHS","50543"
"1982-092AHT","50544","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.14","82.55","548","406","","","0","SMALL","7965","1982","92","AHT","Y","COSMOS 1408 DEB","1982-092AHT","50544"
"1982-092AHU","50545","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.05","82.61","505","440","","","0","SMALL","7965","1982","92","AHU","Y","COSMOS 1408 DEB","1982-092AHU","50545"
"1982-092AHV","50546","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.50","82.58","530","459","","","0","SMALL","7964","1982","92","AHV","Y","COSMOS 1408 DEB","1982-092AHV","50546"
"1982-092AHW","50547","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.60","82.57","549","449","","","0","SMALL","7964","1982","92","AHW","Y","COSMOS 1408 DEB","1982-092AHW","50547"
"1982-092AHX","50548","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.00","82.61","453","390","","","0","SMALL","7965","1982","92","AHX","Y","COSMOS 1408 DEB","1982-092AHX","50548"
"1982-092AHY","50549","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.61","82.55","568","432","","","0","SMALL","7964","1982","92","AHY","Y","COSMOS 1408 DEB","1982-092AHY","50549"
"1982-092AHZ","50550","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.23","82.56","515","448","","","0","SMALL","7965","1982","92","AHZ","Y","COSMOS 1408 DEB","1982-092AHZ","50550"
"1982-092AJ","49545","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-05","90.01","81.98","315","235","","","0","SMALL","7900","1982","92","AJ","Y","COSMOS 1408 DEB","1982-092AJ","49545"
"1982-092AJA","50551","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.75","82.60","568","445","","","0","SMALL","7964","1982","92","AJA","Y","COSMOS 1408 DEB","1982-092AJA","50551"
"1982-092AJB","50552","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.15","82.84","459","398","","","0","SMALL","7965","1982","92","AJB","Y","COSMOS 1408 DEB","1982-092AJB","50552"
"1982-092AJC","50553","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.86","82.56","478","449","","","0","SMALL","7965","1982","92","AJC","Y","COSMOS 1408 DEB","1982-092AJC","50553"
"1982-092AJD","50554","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.76","82.61","556","458","","","0","SMALL","7964","1982","92","AJD","Y","COSMOS 1408 DEB","1982-092AJD","50554"
"1982-092AJE","50555","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.08","82.61","511","438","","","0","SMALL","7965","1982","92","AJE","Y","COSMOS 1408 DEB","1982-092AJE","50555"
"1982-092AJF","50556","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","90.61","82.54","326","283","","","0","SMALL","7931","1982","92","AJF","Y","COSMOS 1408 DEB","1982-092AJF","50556"
"1982-092AJG","50557","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2021-12-28","90.47","82.56","303","292","","","0","SMALL","7922","1982","92","AJG","Y","COSMOS 1408 DEB","1982-092AJG","50557"
"1982-092AJH","50558","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.74","82.62","487","427","","","0","SMALL","7965","1982","92","AJH","Y","COSMOS 1408 DEB","1982-092AJH","50558"
"1982-092AJJ","50559","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-25","89.73","82.34","268","254","","","0","SMALL","7950","1982","92","AJJ","Y","COSMOS 1408 DEB","1982-092AJJ","50559"
"1982-092AJK","50560","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.37","82.53","624","448","","","0","SMALL","7964","1982","92","AJK","Y","COSMOS 1408 DEB","1982-092AJK","50560"
"1982-092AJL","50561","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.82","82.64","575","445","","","0","SMALL","7965","1982","92","AJL","Y","COSMOS 1408 DEB","1982-092AJL","50561"
"1982-092AJM","50562","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.20","82.66","472","391","","","0","SMALL","7965","1982","92","AJM","Y","COSMOS 1408 DEB","1982-092AJM","50562"
"1982-092AJN","50563","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.76","82.60","377","345","","","0","SMALL","7965","1982","92","AJN","Y","COSMOS 1408 DEB","1982-092AJN","50563"
"1982-092AJP","50564","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.75","82.52","479","437","","","0","SMALL","7965","1982","92","AJP","Y","COSMOS 1408 DEB","1982-092AJP","50564"
"1982-092AJQ","50565","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-04","90.31","82.47","309","271","","","0","SMALL","7931","1982","92","AJQ","Y","COSMOS 1408 DEB","1982-092AJQ","50565"
"1982-092AJR","50566","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.84","82.57","524","401","","","0","SMALL","7965","1982","92","AJR","Y","COSMOS 1408 DEB","1982-092AJR","50566"
"1982-092AJS","50567","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.64","82.64","374","335","","","0","SMALL","7965","1982","92","AJS","Y","COSMOS 1408 DEB","1982-092AJS","50567"
"1982-092AJT","50568","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.59","82.66","436","367","","","0","SMALL","7965","1982","92","AJT","Y","COSMOS 1408 DEB","1982-092AJT","50568"
"1982-092AJU","50576","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-01","92.07","82.89","417","336","","","0","SMALL","7931","1982","92","AJU","Y","COSMOS 1408 DEB","1982-092AJU","50576"
"1982-092AJV","50577","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.01","82.58","451","393","","","0","SMALL","7965","1982","92","AJV","Y","COSMOS 1408 DEB","1982-092AJV","50577"
"1982-092AJW","50578","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.48","82.72","521","465","","","0","SMALL","7965","1982","92","AJW","Y","COSMOS 1408 DEB","1982-092AJW","50578"
"1982-092AJX","50579","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.96","82.74","374","367","","","0","SMALL","7965","1982","92","AJX","Y","COSMOS 1408 DEB","1982-092AJX","50579"
"1982-092AJY","50580","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","93.94","82.51","476","458","","","0","SMALL","7964","1982","92","AJY","Y","COSMOS 1408 DEB","1982-092AJY","50580"
"1982-092AJZ","50581","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","95.11","82.62","596","452","","","0","SMALL","7965","1982","92","AJZ","Y","COSMOS 1408 DEB","1982-092AJZ","50581"
"1982-092AK","49546","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","90.28","82.11","300","276","","","0","MEDIUM","7965","1982","92","AK","Y","COSMOS 1408 DEB","1982-092AK","49546"
"1982-092AKA","50582","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","91.82","82.48","395","333","","","0","SMALL","7965","1982","92","AKA","Y","COSMOS 1408 DEB","1982-092AKA","50582"
"1982-092AKB","50583","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","94.01","82.59","507","435","","","0","SMALL","7965","1982","92","AKB","Y","COSMOS 1408 DEB","1982-092AKB","50583"
"1982-092AKC","50584","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","","92.89","82.56","424","408","","","0","SMALL","7965","1982","92","AKC","Y","COSMOS 1408 DEB","1982-092AKC","50584"
"1982-092AKD","50585","DEBRIS","COSMOS 1408 DEB","CIS","1982-09-16","PKMTR","2022-01-20","90.84","82.35","340","291","","","0","SMALL","7949","1982","92","AKD","Y","COSMOS 1408 DEB","1982-092AKD","50585"
